1,425,3,Apr 6,BOS,@,NYY,"W,7-3",GS-7,,99,6.2,3,2,2,2,4,2,0,2.70,24,99,60,20,9,9,9,2,0,0,62,,,0,1,0,22,0,0,0,0,0,0,.90,0.145,.92,0.09%,1.39, 1b start tie, 7b 1-- 2 out tie
2,426,7,Apr 11,BOS,,NYY,"W,8-1",GS-7,W(1-0),4,7.0,5,1,0,2,5,0,0,1.32,28,110,70,24,7,11,10,4,4,0,68,,,1,0,0,26,1,0,0,0,0,0,.64,0.186,.67,0.12%,2.85, 1t start tie, 7t 3 out a6
3,427,12,Apr 17,BOS,,TBD,"W,3-1",GS-6,W(2-0),5,6.0,4,1,1,3,5,0,0,1.37,24,100,65,18,10,7,9,2,1,0,62,,,1,0,0,21,2,0,0,1,0,0,1.18,0.241,1.32,0.16%,2.30, 1t start tie, 6t 3 out a2
4,428,17,Apr 22,BOS,@,TBD,"L,4-5",GS-6,,4,6.0,7,4,2,3,2,0,1,1.75,27,103,58,15,5,9,12,4,1,0,45,,,2,1,0,23,1,0,0,1,0,1,.94,-0.156,1.21,-0.12%,-0.89, 1b start tie, 6b 3 out d3
5,429,22,Apr 29,BOS,@,TEX,"L,2-7",GS-7,L(2-1),6,6.2,6,5,5,0,4,1,1,2.78,27,110,74,29,9,7,15,4,2,0,46,,,1,0,0,26,2,0,0,0,0,0,.98,-0.192,1.08,-0.13%,-0.43, 1b start tie, 7b -2- 2 out d2
6,430,27,May 4,BOS,@,DET,"W,4-3",GS-7,W(3-1),4,7.0,10,3,3,1,5,0,0,2.97,29,110,77,19,12,10,13,5,1,0,49,,,0,1,0,27,4,0,0,1,1,0,1.18,0.059,1.36,0.04%,0.59, 1b start tie, 7b 3 out tie
7,431,32,May 9,BOS,,OAK,"W,13-5",GS-6,W(4-1),4,6.0,7,3,3,5,2,0,0,3.18,29,102,64,20,3,8,14,1,3,0,43,,,0,1,0,24,2,0,0,0,0,0,1.02,0.026,1.29,0.02%,0.30, 1t start tie, 6t 3 out a3
8,432,37,May 15,BOS,@,SEA,"L,4-5",GS-7,L(4-2),5,7.0,11,5,5,3,4,1,0,3.61,33,104,66,18,13,10,16,4,2,0,36,,,2,0,0,30,3,0,0,1,0,0,.88,-0.137,1.14,-0.11%,-1.49, 1b start tie, 7b 3 out d1
9,433,42,May 21,BOS,,ATL,"L,5-7",GS-5,L(4-3),5,5.0,8,6,6,4,5,0,0,4.24,27,87,52,12,7,2,16,3,3,0,28,,,1,1,0,22,4,0,0,0,1,1,.95,-0.221,1.18,-0.17%,-3.25, 1t start tie, 5t 3 out d6
10,434,47,May 27,BOS,@,NYY,"L,3-6",GS-6,L(4-4),5,5.0,4,4,4,7,3,1,1,4.48,28,99,53,19,3,5,12,2,3,0,39,,,1,0,0,20,0,1,0,0,0,1,1.47,-0.200,1.97,-0.16%,-0.80, 1b start tie, 6b 1-- 0 out tie
11,435,52,Jun 1,BOS,,BAL,"L,3-9",GS-6,L(4-5),4,5.2,9,7,7,2,3,3,1,5.03,29,93,60,17,9,8,15,2,3,0,24,,,1,0,0,26,3,0,0,0,0,1,.48,-0.296,.75,-0.28%,-3.95, 1t start tie, 6t 1-- 2 out d7
12,436,57,Jun 6,BOS,@,STL,"L,1-7",GS-6,L(4-6),4,5.2,7,5,4,4,3,0,1,5.13,28,102,61,16,7,12,8,3,0,0,36,,,3,0,0,22,0,0,0,0,0,0,.81,-0.253,1.05,-0.20%,-2.37, 1b start tie, 6b 12- 2 out d4
13,437,62,Jun 12,BOS,@,CHC,"W,8-1",GS-7,W(5-6),5,7.0,4,1,1,0,3,0,0,4.80,24,86,60,15,7,12,9,2,3,0,68,,,0,0,0,24,2,0,0,1,0,0,.68,0.331,.80,0.23%,2.69, 1b start a 1, 7b 3 out a6
14,438,67,Jun 18,BOS,,PIT,"L,0-2",GS-7,,5,7.0,7,0,0,3,5,0,1,4.41,31,114,70,22,15,15,7,2,2,0,65,,,0,0,0,27,1,0,0,2,0,1,1.33,0.461,1.81,0.38%,3.85, 1t start tie, 7t 3 out tie
