Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited
15,526,76,Jun 20,BOS,,STL,"L,4-5",GS-7,L(4-5),5,7.0,7,4,3,3,4,2,1,4.17,32,114,76,16,8,5,19,5,1,0,50,,,0,1,0,27,1,0,0,0,0,1,1.36,-0.177,1.70,-0.13%,0.00, 1t start tie, 7t 3 out d2
16,527,81,Jun 25,BOS,,ARI,"W,5-0",GS-7,W(5-5),4,7.0,2,0,0,1,6,0,0,3.88,23,94,61,17,11,6,10,0,4,0,78,,,0,1,0,22,1,0,0,0,0,0,1.00,0.464,1.39,0.39%,4.00, 1t start tie, 7t 3 out a2
Jul,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited
17,528,86,Jul 1,BOS,@,TBR,"L,1-3",GS-7,L(5-6),5,7.0,5,2,1,3,4,0,0,3.72,29,115,73,22,11,9,13,4,4,0,62,,,2,0,0,26,1,0,0,1,0,1,.90,0.117,1.67,0.13%,1.77, 1b start tie, 7b 3 out d1
18,529,91,Jul 6,BOS,@,NYY,"L,4-5",GS-7,,4,6.1,4,3,3,1,5,1,0,3.75,23,95,66,29,5,4,13,5,1,0,57,,,1,0,0,22,0,0,0,0,0,0,1.16,0.114,2.17,0.13%,1.28, 1b start tie, 7b 1-- 1 out a2
19,530,96,Jul 12,BOS,,BAL,"W,12-1",GS-7,W(6-6),5,7.0,2,1,1,1,6,1,0,3.60,24,100,73,21,11,8,9,2,2,0,74,,,0,0,0,23,0,0,0,0,0,0,.43,0.086,.78,0.09%,3.00, 1t start tie, 7t 3 out a9
20,531,100,Jul 20,BOS,@,LAA,"L,3-5",GS-8,L(6-7),7,7.0,6,4,4,0,1,2,0,3.69,26,94,62,17,8,6,19,4,6,0,50,,,0,1,0,26,2,0,0,0,0,0,1.03,-0.147,1.73,-0.15%,0.18, 1b start tie, 8b -2- 0 out tie
21,532,105,Jul 26,BOS,,NYY,"L,3-10",GS-6,L(6-8),5,5.1,8,6,6,4,3,1,1,3.94,28,100,59,22,8,8,12,3,0,0,27,,,2,1,0,23,3,0,0,0,0,0,1.18,-0.217,2.53,-0.28%,-1.83, 1t start tie, 6t 1-3 1 out d2
Aug,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited
22,533,110,Aug 1,BOS,,OAK,"W,2-1",GS-7,,5,6.1,4,0,0,3,4,0,0,3.77,25,108,68,20,9,2,16,2,3,0,66,,,0,1,0,22,1,0,0,0,0,0,1.15,0.317,2.24,0.37%,3.02, 1t start tie, 7t 12- 1 out a1
23,534,115,Aug 6,BOS,@,KCR,"W,8-2",GS-6,W(7-8),4,6.0,4,2,1,0,6,0,0,3.67,22,81,58,17,8,9,7,1,0,0,64,,,0,0,0,22,0,0,0,0,0,0,1.07,0.127,1.90,0.14%,1.13, 1b start tie, 6b 3 out a3
24,535,131,Aug 26,BOS,@,NYY,"W,7-3",GS-5,W(8-8),19,5.0,8,3,3,1,1,2,0,3.73,23,80,55,14,3,9,12,6,2,0,39,,,0,0,0,22,0,0,0,1,0,0,1.06,0.012,2.35,0.02%,-0.25, 1b start tie, 5b 3 out a3
25,536,136,Aug 31,BOS,,CHW,"L,2-4",GS-6,L(8-9),4,6.0,6,3,3,0,3,1,0,3.76,24,82,65,14,14,3,18,2,2,0,51,,,0,0,0,24,3,0,0,0,0,0,.74,-0.018,.88,-0.01%,0.43, 1t start tie, 6t 3 out d2
Sept,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited
26,537,141,Sep 6,BOS,@,TEX,"L,8-15",GS-2,L(8-10),5,1.2,4,7,7,4,0,0,1,4.11,14,49,26,4,5,2,7,2,0,0,15,,,1,0,0,9,1,0,0,0,0,0,1.15,-0.448,.43,-0.10%,-6.45, 1b start tie, 2b 1-3 2 out d6
27,538,146,Sep 12,BOS,,TOR,"W,7-0",GS-8,W(9-10),5,8.0,3,0,0,0,4,0,0,3.92,27,94,65,15,6,10,13,2,2,0,80,,,0,0,0,27,2,0,0,0,0,0,.86,0.471,.69,0.23%,4.57, 1t start tie, 8t 3 out a4
28,539,152,Sep 17,BOS,@,TBR,"L,3-10",GS-3,L(9-11),4,2.1,6,6,6,0,2,3,0,4.18,13,51,34,8,4,3,8,5,1,0,23,,,2,0,0,12,1,0,0,0,1,0,.82,-0.386,.01,0.00%,-4.10, 1b start a 2, 3b -2- 1 out d3
29,540,157,Sep 23,BOS,,CLE,"W,5-4",GS-6,W(10-11),5,6.0,6,4,4,1,6,0,1,4.24,26,99,64,22,10,9,9,0,0,0,49,,,0,0,0,24,2,0,0,1,0,0,1.17,-0.121,.02,0.00%,-0.57, 1t start tie, 6t 3 out a1
30,541,162,Sep 28(2),BOS,,NYY,"W,4-3",GS-5,,4,5.0,2,0,0,0,3,0,2,4.13,19,56,39,14,3,6,8,0,0,0,66,,,1,0,0,17,0,0,0,0,0,0,1.16,0.303,.00,0.00%,2.86, 1t start tie, 5t 3 out a1
,,,,,,,15-15,,W-L:10-11,4.6,181.0,154,89,83,60,117,25,13,4.13,754,2789,65%,19%,8%,0.57,,17%,10%,0,53,,---%,27,10,1,675,28,2,0,9,4,5,.99,1.004,1.30,1.22%,13.59,,
