Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited
10,367,41,May 16,BOS,,ANA,"L,5-6",GS-6,,5,6.0,6,4,3,2,6,0,1,4.59,29,98,65,20,6,10,10,2,4,0,50,,,2,0,0,26,2,0,0,0,0,1,1.19,-0.020,1.61,-0.02%,-0.57, 1t start tie, 6t 3 out tie
11,368,46,May 21,BOS,,NYY,"L,2-4",GS-7,L(4-2),4,7.0,4,3,3,2,6,1,0,4.50,27,106,66,30,8,5,14,3,5,0,61,,,2,0,0,25,0,0,0,0,0,0,1.12,0.063,1.84,0.06%,1.01, 1t start tie, 7t 3 out d1
12,369,50,May 26,BOS,@,NYY,"W,8-4",GS-5,W(5-2),4,5.0,4,3,3,6,4,0,0,4.57,25,102,58,20,9,8,7,3,0,0,45,,,1,0,0,19,1,0,0,1,0,1,1.23,0.069,2.04,0.07%,-0.33, 1b start tie, 5b 3 out a2
Jun,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited
13,370,55,Jun 1,BOS,@,TOR,"L,8-11",GS-4,,5,4.0,10,6,6,3,8,0,0,5.10,24,99,62,20,11,4,9,4,0,0,23,,,0,0,0,21,3,0,0,0,0,0,.98,-0.286,1.61,-0.28%,-3.73, 1b start a 2, 4b 3 out tie
14,371,59,Jun 6,BOS,@,MIL,"L,3-9",GS-2,,4,2.0,3,3,3,0,4,2,0,5.35,9,28,20,7,6,2,3,1,0,0,42,,,0,0,0,9,0,0,0,0,0,0,.72,-0.197,.99,-0.16%,-1.98, 1b start tie, 2b 3 out d3
15,372,64,Jun 12,BOS,,STL,"L,7-8",GS-6,,5,6.0,6,2,1,2,4,0,1,5.04,27,93,65,18,13,8,12,6,3,0,56,,,2,0,0,24,1,0,0,0,0,0,.96,0.084,1.32,0.07%,1.44, 1t start tie, 6t 3 out d2
16,373,70,Jun 18,BOS,@,CHW,"L,1-3",GS-7,L(5-3),5,7.0,3,2,2,5,8,0,0,4.83,28,106,62,19,11,2,13,3,2,0,66,,,1,0,0,23,2,0,0,0,0,0,1.27,0.099,1.85,0.09%,1.89, 1b start tie, 7b 3 out d1
17,374,74,Jun 23,BOS,,DET,"W,3-1",GS-6,W(6-3),4,6.0,4,0,0,2,5,0,0,4.50,25,90,64,18,13,8,10,3,2,0,67,,,1,0,0,23,0,1,0,0,0,0,1.19,0.380,1.66,0.32%,3.44, 1t start tie, 6t 3 out a1
18,375,79,Jun 28,BOS,,FLA,"L,9-10",GS-8,,4,7.1,9,6,6,2,2,1,0,4.72,32,93,66,21,10,16,12,4,4,0,36,,,3,1,0,30,0,0,0,1,0,1,.91,0.104,1.33,0.09%,-1.73, 1t start tie, 8t --- 1 out a3
Jul,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited
19,376,83,Jul 3,BOS,@,TBD,"L,5-6",GS-7,,4,6.2,4,3,0,3,6,0,0,4.41,27,101,65,18,14,7,11,1,2,0,63,,,1,1,0,24,1,1,0,0,0,0,1.02,0.047,1.51,0.04%,0.39, 1b start tie, 7b 1-- 2 out a2
20,377,88,Jul 8,BOS,@,TOR,"W,2-1",GS-7,,4,7.0,6,1,1,0,7,0,0,4.21,26,98,67,25,13,7,12,6,1,0,68,,,0,0,0,26,0,0,0,0,0,0,1.10,0.325,2.18,0.39%,2.97, 1b start tie, 7b 3 out tie
21,378,93,Jul 13,BOS,@,DET,"L,0-3",GS-8,L(6-4),4,7.1,4,3,2,2,5,1,0,4.10,27,104,72,19,12,11,9,2,3,0,63,,,2,1,0,24,0,0,0,1,0,0,.72,0.062,1.00,0.05%,1.14, 1b start tie, 8b 12- 1 out d2
22,379,95,Jul 18,BOS,,TOR,"L,1-4",GS-7,L(6-5),4,7.0,7,4,4,3,7,1,0,4.16,31,120,73,24,11,10,11,2,2,0,51,,,1,0,0,28,1,0,0,1,0,1,.77,-0.090,1.41,-0.10%,0.01, 1t start tie, 7t 3 out d3
23,380,100,Jul 23,BOS,,TBD,"W,10-4",GS-7,W(7-5),4,7.0,6,4,4,1,5,2,0,4.21,27,89,69,12,17,8,13,0,3,0,53,,,1,0,0,25,1,0,0,1,1,0,1.10,-0.143,1.53,-0.12%,0.01, 1t start tie, 7t 3 out d1
24,381,105,Jul 29,BOS,@,TEX,"W,14-7",GS-6,W(8-5),5,6.0,6,4,2,2,8,1,0,4.16,27,102,61,21,12,7,10,3,2,0,54,,,0,0,0,25,1,0,0,1,0,0,.96,-0.089,1.35,-0.08%,-0.37, 1b start tie, 6b 3 out d2
Aug,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited
25,382,110,Aug 3,BOS,@,BAL,"W,7-5",GS-6,W(9-5),4,5.2,4,3,3,1,5,1,1,4.18,23,87,61,22,9,6,10,3,1,0,53,,,0,0,0,20,1,0,0,0,1,0,.83,0.070,1.46,0.07%,-0.01, 1b start tie, 6b 1-- 2 out a2
26,383,116,Aug 9,BOS,,BAL,"W,6-4",GS-8,,5,7.2,5,3,3,1,5,1,1,4.15,30,92,62,21,11,12,11,1,1,0,61,,,0,0,0,28,1,1,0,0,0,0,.99,0.121,1.68,0.12%,1.11, 1t start tie, 8t 12- 2 out tie
27,384,121,Aug 14,BOS,@,OAK,"W,4-2",GS-6,,4,6.0,5,2,2,4,8,0,0,4.10,27,111,68,22,16,8,7,4,0,0,58,,,1,0,0,23,2,0,0,0,0,0,1.10,0.066,3.24,0.12%,1.24, 1b start tie, 6b 3 out d1
28,385,126,Aug 20,BOS,,OAK,"L,6-8",GS-7,,5,6.0,7,4,4,1,4,2,0,4.18,26,102,66,28,7,11,10,0,3,0,45,,,0,0,0,25,1,0,0,1,0,0,.87,-0.017,3.10,-0.04%,-0.97, 1t start tie, 7t 1-- 0 out a2
29,386,132,Aug 26,BOS,,TOR,"L,9-12",GS-4,,5,3.1,9,7,5,2,1,1,0,4.36,20,68,44,12,6,5,12,6,2,0,17,,,1,0,0,18,4,0,0,0,0,1,.89,-0.382,1.89,-0.48%,-5.45, 1t start tie, 4t -2- 1 out d6
30,387,136,Aug 31,BOS,,NYY,"L,4-8",GS-7,L(9-6),4,6.0,8,6,5,2,5,0,1,4.47,28,100,66,16,10,7,13,7,1,0,37,,,0,0,0,25,1,0,0,1,0,1,.90,-0.238,2.41,-0.39%,-1.97, 1t start tie, 7t 1-- 0 out d3
Sept,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited
31,388,141,Sep 6,BOS,@,NYY,"W,11-0",GS-7,W(10-6),5,7.0,4,0,0,3,2,0,0,4.30,26,100,60,22,5,8,13,3,3,0,68,,,0,0,0,23,1,0,0,2,0,0,.43,0.210,1.16,0.35%,3.74, 1b start tie, 7b 3 out a7
32,389,147,Sep 13,BOS,,CHW,"L,1-3",GS-7,L(10-7),6,7.0,6,3,3,2,8,1,1,4.28,29,112,73,21,19,9,9,3,2,0,59,,,2,0,0,25,0,0,0,1,1,0,.99,0.030,2.28,0.04%,1.01, 1t start tie, 7t 3 out d2
33,390,152,Sep 18,BOS,,TBD,"W,4-3",GS-9,W(11-7),4,8.1,7,3,1,1,4,0,1,4.14,35,119,86,15,15,15,14,4,4,0,64,,,0,0,0,33,1,0,0,1,0,2,1.38,0.252,4.06,0.45%,2.17, 1t start tie, 9t 12- 1 out a2
34,391,157,Sep 23,BOS,,BAL,"W,6-5",GS-7,,4,7.0,7,3,3,0,4,1,0,4.13,30,98,67,23,6,9,17,4,5,0,55,,,1,0,0,30,1,0,0,0,0,1,.95,0.067,1.70,0.07%,1.01, 1t start tie, 7t 3 out d1
35,392,162,Sep 28,BOS,@,TBD,"L,1-3",GS-2,,4,2.0,2,0,0,0,1,0,1,4.09,9,23,15,1,3,4,3,0,0,0,53,,,0,0,0,8,0,0,0,0,0,0,1.02,0.100,.00,0.00%,1.04, 1b start tie, 2b 3 out tie
,,,,,,,18-17,,"W-L:11-7,Sv:1",4.3,202.1,193,106,92,71,169,23,12,4.09,872,3179,65%,20%,11%,0.73,,16%,11%,0,52,0,---%,23,8,0,783,36,5,0,15,4,10,1.00,0.462,1.73,0.58%,7.15,,
