Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited
13,607,51,May 27,BOS,@,DET,"W,6-3",GS-7,W(2-1),4,7.0,5,2,2,2,2,1,0,4.14,28,83,58,19,4,8,16,3,3,0,59,,,1,0,0,25,0,0,0,0,0,0,.85,0.080,1.20,0.07%,1.58, 1b start a 1, 7b 3 out a4
Jun,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited
14,608,56,Jun 1,BOS,,CHW,"L,4-7",GS-6,,4,6.0,7,4,4,1,4,1,1,4.40,27,98,67,20,7,6,15,3,3,0,45,,,1,0,0,25,3,0,0,0,0,0,1.31,-0.160,1.82,-0.13%,-0.84, 1t start tie, 6t 3 out d1
15,609,61,Jun 8,BOS,@,NYY,"W,11-6",GS-6,W(3-1),6,5.1,5,5,5,3,3,1,1,4.84,25,91,56,20,6,6,12,1,1,0,38,,,0,0,0,20,2,0,0,0,1,0,.73,-0.005,1.29,-0.01%,-1.76, 1b start a 3, 6b 12- 1 out a4
16,610,66,Jun 14,BOS,@,TBR,"L,0-4",GS-7,L(3-2),5,7.0,4,2,1,5,2,1,0,4.39,29,119,71,19,4,8,14,2,4,0,60,,,0,0,0,24,1,0,0,1,0,0,.93,0.042,1.50,0.04%,1.26, 1b start tie, 7b 3 out d2
17,611,71,Jun 19,BOS,,MIL,"W,12-3",GS-8,W(4-2),4,8.0,3,3,3,1,6,2,0,4.26,28,99,75,18,11,7,14,0,6,0,69,,,0,0,0,27,1,0,0,0,0,0,.30,0.099,.40,0.08%,1.22, 1t start tie, 8t 3 out a9
18,612,76,Jun 25,BOS,@,PIT,"L,4-6",GS-6,L(4-3),5,6.0,7,5,5,4,2,1,0,4.54,28,86,49,15,4,9,13,2,1,0,36,,,1,1,0,24,2,0,1,1,0,1,.92,-0.381,1.39,-0.34%,-2.40, 1b start a 1, 6b 3 out d3
Jul,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited
19,613,81,Jul 1,BOS,@,HOU,"W,7-5",GS-6,,5,5.1,11,5,5,0,0,0,0,4.82,27,91,68,18,10,11,15,7,1,1,26,,,1,0,0,25,4,0,0,0,1,0,.87,-0.273,1.34,-0.25%,-2.79, 1b start a 1, 6b 1-- 1 out d4
20,614,86,Jul 6,BOS,,TOR,"W,6-4",GS-7,W(5-3),4,7.0,9,3,3,1,7,0,0,4.74,30,106,76,14,16,8,14,4,1,0,53,,,0,1,0,28,2,0,0,0,1,0,.97,0.031,1.52,0.03%,0.69, 1t start tie, 7t 3 out a3
21,615,94,Jul 18,BOS,@,BAL,"W,15-10",GS-5,,11,4.2,9,7,3,2,3,2,0,4.80,25,93,58,19,7,7,13,5,0,0,27,,,0,1,0,23,1,1,0,0,0,0,1.00,-0.599,.96,-0.35%,-5.05, 1b start tie, 5b -23 2 out d1
22,616,99,Jul 24,BOS,,SEA,"W,12-8",GS-7,W(6-3),5,6.1,10,7,7,1,4,2,1,5.15,29,100,72,16,11,6,17,6,0,0,28,,,0,1,1,27,3,0,0,0,0,0,.64,-0.063,.43,-0.03%,-3.59, 1t start tie, 7t --- 1 out a4
23,617,104,Jul 29,BOS,@,CHW,"L,1-3",GS-7,L(6-4),4,7.0,3,3,3,2,5,1,1,5.06,27,101,66,26,13,8,11,1,3,0,62,,,0,0,0,22,0,0,0,0,1,0,1.10,-0.062,.73,-0.03%,0.72, 1b start tie, 7b 3 out d2
Aug,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited
24,618,109,Aug 3,BOS,,CLE,"W,4-3",GS-7,,4,6.2,5,3,3,2,6,1,0,4.99,28,99,64,22,7,12,8,2,1,0,56,,,0,0,0,25,3,0,0,0,0,1,1.40,-0.022,.90,-0.01%,0.36, 1t start tie, 7t -2- 2 out tie
25,619,114,Aug 8,BOS,@,MIN,"W,8-6",GS-7,,4,7.0,8,5,3,0,4,1,0,4.92,28,102,74,15,9,9,15,7,1,0,49,,,0,1,0,28,3,0,0,1,0,1,.79,-0.118,.41,-0.04%,-1.53, 1b start tie, 7b 3 out tie
26,620,119,Aug 14,BOS,@,SEA,"L,3-5",CG(8),L(6-5),5,8.0,9,5,4,2,4,1,0,4.90,36,94,69,18,10,17,13,4,2,0,48,,,1,0,0,33,1,0,0,0,1,0,.68,-0.219,.35,-0.07%,-1.39, 1b start tie, 8b 3 out d2
27,621,125,Aug 20,BOS,@,KCR,"L,4-9",GS-6,,5,5.1,9,4,4,0,3,0,0,4.97,24,97,65,18,8,11,10,0,2,0,37,,,0,1,0,24,4,0,0,0,0,0,1.11,-0.110,.61,-0.04%,-0.70, 1b start tie, 6b -2- 1 out a1
28,622,131,Aug 26,BOS,,OAK,"L,5-15",GS-4,L(6-6),5,4.0,8,8,4,2,3,2,0,5.10,24,90,61,17,8,9,10,3,2,0,23,,,0,0,0,22,3,0,0,0,0,1,.89,-0.400,.34,-0.09%,-5.89, 1t start tie, 4t 3 out d7
Sept,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited
29,623,137,Sep 2,BOS,,TEX,"L,0-10",6-GF,,6,4.0,3,0,0,0,3,0,0,4.95,15,57,39,11,6,5,7,2,1,0,,0,0,0,0,0,15,0,0,0,0,0,0,.00,0.001,.00,0.00%,2.11, 6t --- 0 out d10, 9t end d10
30,624,142,Sep 7,BOS,@,TOR,"L,10-11",GS-5,,4,5.0,3,5,4,3,3,1,2,5.03,22,92,47,21,6,2,12,2,2,0,43,,,3,1,0,16,1,0,0,0,1,0,1.12,-0.246,.48,-0.06%,-2.39, 1b start a 3, 5b 3 out a3
31,625,147,Sep 13,BOS,,TOR,"W,18-6",GS-6,W(7-6),5,6.0,6,5,5,2,6,2,1,5.13,28,96,62,20,9,6,13,2,2,0,44,,,0,0,0,25,1,0,0,0,0,1,1.32,-0.168,2.06,-0.16%,-1.84, 1t start tie, 6t 3 out a1
32,626,152,Sep 18,BOS,,TBR,"L,5-8",GS-5,L(7-7),4,5.0,6,6,2,1,5,0,1,5.08,25,103,65,18,10,11,7,1,2,0,43,,,2,0,0,22,2,0,0,0,1,1,.81,-0.331,2.70,-0.66%,-3.37, 1t start tie, 5t 3 out d4
33,627,158,Sep 25(1),BOS,@,NYY,"L,2-6",GS-5,L(7-8),6,4.0,5,5,3,5,4,1,0,5.12,21,82,47,16,10,6,6,2,1,0,35,,,2,1,1,16,0,0,0,0,0,0,.68,-0.258,2.96,-0.67%,-3.50, 1b start tie, 5b -2- 0 out d4
,,,,,,,13-20,,W-L:7-8,4.1,154.2,163,110,88,47,93,25,8,5.12,677,2416,67%,19%,9%,0.68,,14%,10%,1,44,9,33%,12,9,3,610,45,2,1,7,8,8,.85,-2.990,1.04,-2.55%,-30.01,,
