Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited
16,80,77,Jun 28,BOS,,DET,"W,8-5",GS-6,W(5-8),5,5.2,8,3,3,3,5,0,0,6.37,27,91,58,14,12,8,11,4,3,0,43,,,0,0,0,23,1,0,0,1,1,0,1.33,0.013,.12,0.00%,-0.20, 1t start tie, 6t 123 2 out a2
Jul,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited
17,81,82,Jul 4,BOS,@,BAL,"L,6-8",GS-7,L(5-9),5,6.1,7,6,3,5,6,1,0,6.24,32,142,80,19,17,4,17,3,4,0,42,,,2,0,0,27,1,0,0,0,0,1,.97,-0.232,.11,-0.02%,-1.39, 1b start a 1, 7b 1-- 1 out d3
18,82,90,Jul 15,BOS,,NYY,"W,8-6",GS-5,W(6-9),10,5.0,13,6,6,1,4,0,0,6.45,27,83,58,14,13,10,12,5,3,0,20,,,2,0,1,26,3,0,0,1,0,0,1.15,-0.260,.19,-0.03%,-2.96, 1t start tie, 5t 3 out a1
19,83,95,Jul 20,BOS,,BAL,"W,2-0",GS-9,W(7-9),4,8.1,6,0,0,1,1,0,1,5.98,31,125,79,17,8,13,15,6,4,0,71,,,0,0,0,29,1,0,0,1,0,0,1.08,0.543,.22,0.07%,4.86, 1t start tie, 9t 1-- 1 out a2
20,84,100,Jul 25,BOS,@,MIN,"L,6-16",GS-4,L(7-10),4,3.1,7,7,7,0,3,2,2,6.35,19,57,34,12,1,6,8,2,2,0,21,,,0,0,0,17,3,0,0,0,0,0,.86,-0.397,.12,-0.03%,-3.85, 1b start tie, 4b 1-3 1 out d1
21,85,105,Jul 31,BOS,@,KCR,"W,5-3",GS-9,W(8-10),5,8.1,5,3,3,4,6,1,0,6.14,34,,,,,8,17,4,1,0,63,,,1,0,0,30,1,0,0,0,0,0,1.04,0.310,.05,0.01%,2.05, 1b start tie, 9b --- 1 out a2
Aug,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited
22,86,111,Aug 5,BOS,,TOR,"W,3-1",CG,W(9-10),4,9.0,6,1,1,1,8,1,0,5.80,34,117,85,22,16,10,15,6,2,0,78,,,0,0,0,33,2,0,0,0,0,0,.91,0.498,.06,0.02%,4.47, 1t start tie, 9t 3 out a2
23,87,117,Aug 10,BOS,@,MIL,"W,3-2",CG,W(10-10),4,9.0,8,2,2,1,10,1,0,5.56,36,135,91,30,15,12,13,6,2,0,72,,,2,0,0,35,0,0,0,0,0,0,1.39,0.734,.22,0.07%,3.58, 1b start a 1, 9b 3 out a1
24,88,122,Aug 16,BOS,,CAL,"L,3-6",GS-8,L(10-11),5,7.2,10,6,6,3,6,3,0,5.64,35,110,74,18,8,8,18,5,2,0,38,,,2,0,0,32,2,0,0,2,0,1,.78,-0.201,.21,-0.03%,-1.41, 1t start tie, 8t 1-- 2 out d3
25,89,127,Aug 21,BOS,,OAK,"W,6-4",GS-7,,4,7.0,7,4,2,3,4,1,1,5.50,32,116,68,21,5,6,18,3,5,0,52,,,1,0,0,27,3,0,0,1,1,1,1.20,0.004,.35,0.00%,0.25, 1t start tie, 7t 3 out tie
26,90,132,Aug 26,BOS,@,CAL,"W,4-1",CG,W(11-11),4,9.0,6,1,1,1,5,1,0,5.26,32,101,71,19,9,5,21,11,2,0,75,,,0,0,0,31,1,0,0,2,0,0,.85,0.423,.70,0.21%,4.31, 1b start tie, 9b 3 out a3
27,91,136,Aug 31,BOS,@,OAK,"L,0-8",GS-6,L(11-12),4,6.0,7,8,8,3,2,3,1,5.49,29,107,65,14,6,8,15,5,2,0,25,,,1,0,0,25,0,0,0,1,0,1,.47,-0.306,.58,-0.23%,-4.35, 1b start tie, 6b 3 out d8
Sept,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited
28,92,141,Sep 6,BOS,@,CHW,"W,10-3",GS-7,W(12-12),5,7.0,8,3,3,6,3,0,0,5.43,35,,,,,14,12,7,1,0,46,,,2,0,0,27,0,0,0,0,2,0,.86,0.128,1.36,0.12%,1.01, 1b start tie, 7b 3 out a5
29,93,146,Sep 11,BOS,,MIL,"W,4-1",GS-8,W(13-12),4,8.0,4,1,0,3,5,0,1,5.20,31,123,78,26,13,10,12,4,3,0,74,,,0,0,0,27,3,0,0,1,0,0,1.42,0.483,.45,0.09%,3.86, 1t start tie, 8t 3 out tie
30,94,149,Sep 15,BOS,,CHW,"W,9-8",GS-6,,3,6.0,6,5,5,2,6,5,0,5.27,27,104,67,24,11,6,13,2,3,0,44,,,0,0,0,25,0,0,0,0,0,1,.83,-0.153,.15,-0.02%,-1.35, 1t start tie, 6t 3 out a1
31,95,153,Sep 20,BOS,@,NYY,"W,4-2",GS-8,W(14-12),4,8.0,5,2,1,5,3,0,0,5.11,32,118,76,20,9,10,14,3,2,0,64,,,0,1,0,26,2,0,0,2,1,1,1.02,0.335,.75,0.15%,2.86, 1b start tie, 8b 3 out a2
32,96,158,Sep 25,BOS,,BAL,"L,2-6",CG,L(14-13),4,9.0,5,6,6,4,1,2,1,5.14,37,106,69,19,5,13,18,2,5,0,50,,,0,0,0,32,1,0,0,0,0,0,.81,0.022,.88,0.01%,-0.53, 1t start tie, 9t 3 out d4
,,,,,,,18-14,,W-L:14-13,4.2,211.2,238,151,121,90,140,38,12,5.14,963,3147,63%,17%,9%,0.57,,22%,11%,0,45,,---%,30,1,1,851,45,1,0,22,9,13,.94,-0.530,.40,-0.27%,-16.75,,
